pollno,race,year,location,type_simple,type_detail,pollster,partisan,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment
5386140,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Suffolk University,NA,10/27/12,600,Democrat,63,Republican,31,NA,32,11/6/12,60.67,37.52,23.15,8.85,8.85,1,NA
5386141,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,SurveyUSA,NA,10/27/12,574,Democrat,50,Republican,43,NA,7,11/6/12,52.65,44.96,7.69,0.69,-0.69,1,NA
5386142,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,Pharos Research Group,NA,10/27/12,799,Democrat,43,Republican,50,NA,-7,11/6/12,41.66,55.3,-13.64,6.64,6.64,1,NA
5386143,2012_Pres-G_ND,2012,ND,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/27/12,625,Democrat,40,Republican,54,NA,-14,11/6/12,38.69,58.32,-19.63,5.63,5.63,1,NA
5386144,2012_Pres-G_ND,2012,ND,Pres-G,Pres-G,Pharos Research Group,NA,10/27/12,752,Democrat,38,Republican,55,NA,-17,11/6/12,38.69,58.32,-19.63,2.63,2.63,1,NA
5386145,2012_Pres-G_NE,2012,NE,Pres-G,Pres-G,Pharos Research Group,NA,10/27/12,761,Democrat,39,Republican,58,NA,-19,11/6/12,38.03,59.8,-21.77,2.77,2.77,1,NA
5386146,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Public Policy Polling,NA,10/27/12,874,Democrat,49,Republican,47,NA,2,11/6/12,51.98,46.4,5.58,3.58,-3.58,1,NA
5386147,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Gravis Marketing,NA,10/27/12,730,Democrat,50,Republican,49,NA,1,11/6/12,50.58,47.6,2.98,1.98,-1.98,1,NA
5386148,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Public Policy Polling,NA,10/27/12,718,Democrat,51,Republican,47,NA,4,11/6/12,50.58,47.6,2.98,1.02,1.02,1,NA
5386149,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,TCJ Research,NA,10/27/12,1000,Democrat,46.6,Republican,50.3,NA,-3.7,11/6/12,50.58,47.6,2.98,6.68,-6.68,0,NA
5386150,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/27/12,827,Democrat,49.1,Republican,45,NA,4.1,11/6/12,50.58,47.6,2.98,1.12,1.12,1,aka JZ Analytics (online)
5386151,2012_Pres-G_OR,2012,OR,Pres-G,Pres-G,"Davis, Hibbitts & Midghall, Inc.",NA,10/27/12,500,Democrat,49,Republican,42,NA,7,11/6/12,54.24,42.15,12.09,5.09,-5.09,1,NA
5386152,2012_Pres-G_OR,2012,OR,Pres-G,Pres-G,Elway Research,NA,10/27/12,405,Democrat,47,Republican,41,NA,6,11/6/12,54.24,42.15,12.09,6.09,-6.09,1,NA
5386153,2012_Pres-G_US,2012,US,Pres-G,Pres-G,American Research Group,NA,10/27/12,1200,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386154,2012_Pres-G_US,2012,US,Pres-G,Pres-G,CBS News/New York Times,NA,10/27/12,563,Democrat,48,Republican,47,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386155,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Princeton Survey Research Associates International,NA,10/27/12,713,Democrat,50,Republican,45,NA,5,11/6/12,51.01,47.15,3.86,1.14,1.14,1,aka National Journal/PSRAI
5386156,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/27/12,1200,Democrat,48,Republican,49,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5386157,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/27/12,1400,Democrat,49,Republican,49,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,aka PPP/Daily Kos/SEIU
5386158,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/27/12,1500,Democrat,47,Republican,49,NA,-2,11/6/12,51.01,47.15,3.86,5.86,-5.86,0,NA
5386159,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,NA,10/27/12,1500,Democrat,46,Republican,50.9,NA,-4.9,11/6/12,51.01,47.15,3.86,8.76,-8.76,0,NA
5386160,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/27/12,1076,Democrat,45.3,Republican,46.6,2,-1.3,11/6/12,51.01,47.15,3.86,5.16,-5.16,0,aka JZ Analytics (online)
5386161,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/27/12,827,Democrat,48.25,Republican,46.55,NA,1.7,11/6/12,51.16,47.28,3.88,2.18,-2.18,1,aka JZ Analytics (online)
5386162,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Marquette University,NA,10/27/12,1243,Democrat,51,Republican,43,NA,8,11/6/12,52.83,45.89,6.94,1.06,1.06,1,NA
5386163,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,St. Norbert College,NA,10/27/12,402,Democrat,52,Republican,43,NA,9,11/6/12,52.83,45.89,6.94,2.06,2.06,1,NA
5386164,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,TCJ Research,NA,10/27/12,1000,Democrat,47.6,Republican,49.5,NA,-1.9,11/6/12,52.83,45.89,6.94,8.84,-8.84,0,NA
5386192,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,EPIC-MRA,NA,10/28/12,600,Democrat,48,Republican,42,NA,6,11/6/12,54.04,44.58,9.46,3.46,-3.46,1,NA
5386193,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,"Glengariff Group, Inc.",NA,10/28/12,600,Democrat,47.7,Republican,45,NA,2.7,11/6/12,54.04,44.58,9.46,6.76,-6.76,1,aka Detroit News
5386194,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,SurveyUSA,NA,10/28/12,682,Democrat,45,Republican,50,NA,-5,11/6/12,48.35,50.39,-2.04,2.96,-2.96,1,NA
5386195,2012_Pres-G_NE,2012,NE,Pres-G,Pres-G,Gravis Marketing,NA,10/28/12,1168,Democrat,39,Republican,61,NA,-22,11/6/12,38.03,59.8,-21.77,0.23,-0.23,1,NA
5386196,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Grove Insight,NA,10/28/12,500,Democrat,49,Republican,43,NA,6,11/6/12,52.36,45.68,6.68,0.68,-0.68,1,NA
5386197,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/28/12,750,Democrat,48,Republican,50,NA,-2,11/6/12,50.58,47.6,2.98,4.98,-4.98,0,NA
5386198,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,SurveyUSA,NA,10/28/12,603,Democrat,48,Republican,45,NA,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,NA
5386199,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,University of Cincinnati (Ohio Poll),NA,10/28/12,1182,Democrat,48,Republican,46,2,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,NA
5386200,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/28/12,1834,Democrat,45.6,Republican,46.7,NA,-1.1,11/6/12,51.01,47.15,3.86,4.96,-4.96,0,NA
5386201,2012_Pres-G_US,2012,US,Pres-G,Pres-G,YouGov,NA,10/28/12,688,Democrat,48,Republican,47,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386214,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/29/12,733,Democrat,50,Republican,48,NA,2,11/6/12,51.45,46.09,5.36,3.36,-3.36,1,NA
5386215,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Grove Insight,NA,10/29/12,500,Democrat,48,Republican,45,NA,3,11/6/12,51.45,46.09,5.36,2.36,-2.36,1,NA
5386216,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/12,750,Democrat,47,Republican,50,NA,-3,11/6/12,51.45,46.09,5.36,8.36,-8.36,0,NA
5386217,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Grove Insight,NA,10/29/12,600,Democrat,48,Republican,47,NA,1,11/6/12,49.9,49.03,0.87,0.13,0.13,1,NA
5386218,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/12,1000,Democrat,48,Republican,50,NA,-2,11/6/12,49.9,49.03,0.87,2.87,-2.87,0,aka Pulse Opinion Research
5386219,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Marist College,NA,10/29/12,1142,Democrat,50,Republican,44,NA,6,11/6/12,51.99,46.18,5.81,0.19,0.19,1,aka NBC/Marist
5386220,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,Howey Politics/DePauw University,NA,10/29/12,800,Democrat,41,Republican,51,NA,-10,11/6/12,43.84,54.04,-10.2,0.2,0.2,1,aka Howey/DePauw
5386221,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Western New England University,NA,10/29/12,535,Democrat,58,Republican,40,NA,18,11/6/12,60.67,37.52,23.15,5.15,-5.15,1,NA
5386222,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/12,500,Democrat,43,Republican,53,NA,-10,11/6/12,41.66,55.3,-13.64,3.64,3.64,1,NA
5386223,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Marist College,NA,10/29/12,1013,Democrat,49,Republican,47,NA,2,11/6/12,51.98,46.4,5.58,3.58,-3.58,1,aka NBC/Marist
5386224,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Columbus Dispatch,NA,10/29/12,1501,Democrat,50,Republican,48,NA,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,NA
5386225,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Grove Insight,NA,10/29/12,500,Democrat,48,Republican,45,NA,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,NA
5386226,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/12,1000,Democrat,48,Republican,46,NA,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,aka Pulse Opinion Research
5386227,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Fox News/Anderson Robbins Research/Shaw & Company Research,NA,10/29/12,1128,Democrat,46,Republican,46,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,aka Fox News
5386228,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Ipsos,NA,10/29/12,4085,Democrat,47,Republican,46,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,"previously listed as Ipsos, online"
5386229,2012_Pres-G_UT,2012,UT,Pres-G,Pres-G,Dan Jones & Associates,NA,10/29/12,870,Democrat,26,Republican,69,NA,-43,11/6/12,24.67,72.55,-47.88,4.88,4.88,1,NA
5386230,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Marist College,NA,10/29/12,1065,Democrat,49,Republican,46,NA,3,11/6/12,52.83,45.89,6.94,3.94,-3.94,1,aka NBC/Marist
5386231,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/12,1000,Democrat,49,Republican,48,NA,1,11/6/12,52.83,45.89,6.94,5.94,-5.94,1,aka Pulse Opinion Research
5386232,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/12,750,Democrat,49,Republican,49,NA,0,11/6/12,52.83,45.89,6.94,6.94,-6.94,0.5,NA
5386257,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,CallFire,NA,10/30/12,839,Democrat,49,Republican,48,NA,1,11/6/12,51.45,46.09,5.36,4.36,-4.36,1,NA
5386258,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,SurveyUSA,NA,10/30/12,695,Democrat,47,Republican,45,NA,2,11/6/12,51.45,46.09,5.36,3.36,-3.36,1,NA
5386259,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,TCJ Research,NA,10/30/12,1000,Democrat,46.9,Republican,51.3,NA,-4.4,11/6/12,51.45,46.09,5.36,9.76,-9.76,0,NA
5386260,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,We Ask America,NA,10/30/12,1246,Democrat,50.1,Republican,46.7,NA,3.4,11/6/12,51.45,46.09,5.36,1.96,-1.96,1,NA
5386261,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Gravis Marketing,NA,10/30/12,549,Democrat,47,Republican,50,NA,-3,11/6/12,49.9,49.03,0.87,3.87,-3.87,0,NA
5386262,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,We Ask America,NA,10/30/12,1146,Democrat,48.9,Republican,49.8,NA,-0.9,11/6/12,49.9,49.03,0.87,1.77,-1.77,0,NA
5386263,2012_Pres-G_GA,2012,GA,Pres-G,Pres-G,20/20 Insight,NA,10/30/12,1316,Democrat,46,Republican,52,NA,-6,11/6/12,45.39,53.19,-7.8,1.8,1.8,1,NA
5386264,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,CallFire,NA,10/30/12,891,Democrat,50,Republican,47,NA,3,11/6/12,51.99,46.18,5.81,2.81,-2.81,1,NA
5386265,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Public Policy Polling,NA,10/30/12,676,Democrat,50,Republican,45,NA,5,11/6/12,51.99,46.18,5.81,0.81,-0.81,1,NA
5386266,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/12,750,Democrat,48,Republican,49,NA,-1,11/6/12,51.99,46.18,5.81,6.81,-6.81,0,NA
5386267,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,We Ask America,NA,10/30/12,1174,Democrat,48.8,Republican,47.3,NA,1.5,11/6/12,51.99,46.18,5.81,4.31,-4.31,1,NA
5386268,2012_Pres-G_IL,2012,IL,Pres-G,Pres-G,We Ask America,NA,10/30/12,1198,Democrat,57,Republican,41,NA,16,11/6/12,57.5,40.66,16.84,0.84,-0.84,1,NA
5386269,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,McLaughlin & Associates,NA,10/30/12,600,Democrat,39,Republican,57,NA,-18,11/6/12,43.84,54.04,-10.2,7.8,-7.8,1,NA
5386270,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,TCJ Research,NA,10/30/12,1000,Democrat,49.3,Republican,45.8,NA,3.5,11/6/12,52.65,44.96,7.69,4.19,-4.19,1,NA
5386271,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,We Ask America,NA,10/30/12,1217,Democrat,42.2,Republican,53.8,NA,-11.6,11/6/12,44.28,53.64,-9.36,2.24,-2.24,1,NA
5386272,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/30/12,625,Democrat,43,Republican,53,2,-10,11/6/12,41.66,55.3,-13.64,3.64,3.64,1,NA
5386273,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Public Policy Polling,NA,10/30/12,730,Democrat,49,Republican,49,NA,0,11/6/12,48.35,50.39,-2.04,2.04,2.04,0.5,NA
5386274,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,New England College,NA,10/30/12,1017,Democrat,49.5,Republican,44.4,NA,5.1,11/6/12,51.98,46.4,5.58,0.48,-0.48,1,NA
5386275,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Mellman Group,NA,10/30/12,600,Democrat,50,Republican,44,NA,6,11/6/12,52.36,45.68,6.68,0.68,-0.68,1,NA
5386276,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,TCJ Research,NA,10/30/12,1000,Democrat,49.7,Republican,47.2,NA,2.5,11/6/12,52.36,45.68,6.68,4.18,-4.18,1,NA
5386277,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Public Policy Polling,NA,10/30/12,600,Democrat,50,Republican,45,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5386278,2012_Pres-G_OR,2012,OR,Pres-G,Pres-G,TCJ Research,NA,10/30/12,1000,Democrat,47,Republican,45.3,NA,1.7,11/6/12,54.24,42.15,12.09,10.39,-10.39,1,NA
5386279,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/12,1000,Democrat,49,Republican,46,NA,3,11/6/12,51.96,46.58,5.38,2.38,-2.38,1,aka Pulse Opinion Research
5386280,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,"Susquehanna Polling & Research, Inc.",NA,10/30/12,800,Democrat,47,Republican,47,NA,0,11/6/12,51.96,46.58,5.38,5.38,-5.38,0.5,NA
5386281,2012_Pres-G_SD,2012,SD,Pres-G,Pres-G,Nielson Brothers Polling,NA,10/30/12,671,Democrat,42,Republican,50,NA,-8,11/6/12,39.87,57.89,-18.02,10.02,10.02,1,NA
5386282,2012_Pres-G_US,2012,US,Pres-G,Pres-G,ABC News/Washington Post,NA,10/30/12,1293,Democrat,49,Republican,48,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386283,2012_Pres-G_US,2012,US,Pres-G,Pres-G,CVOTER International,NA,10/30/12,1074,Democrat,49,Republican,48,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386284,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/30/12,1547,Democrat,47.1,Republican,43.1,NA,4,11/6/12,51.01,47.15,3.86,0.14,0.14,1,NA
5386285,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,NA,10/30/12,1500,Democrat,46.8,Republican,49.9,NA,-3.1,11/6/12,51.01,47.15,3.86,6.96,-6.96,0,NA
5386286,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/30/12,800,Democrat,48.7,Republican,48.5,NA,0.2,11/6/12,51.01,47.15,3.86,3.66,-3.66,1,"; previously listed as Zogby Analytics, telephone"
5386287,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/12,1000,Democrat,49,Republican,48,NA,1,11/6/12,51.16,47.28,3.88,2.88,-2.88,1,aka Pulse Opinion Research
5386288,2012_Pres-G_WA,2012,WA,Pres-G,Pres-G,SurveyUSA,NA,10/30/12,555,Democrat,54,Republican,40,NA,14,11/6/12,55.8,41.03,14.77,0.77,-0.77,1,NA
5386289,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Public Policy Polling,NA,10/30/12,825,Democrat,51,Republican,46,NA,5,11/6/12,52.83,45.89,6.94,1.94,-1.94,1,NA
5386299,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Marist College,NA,10/31/12,1545,Democrat,49,Republican,47,NA,2,11/6/12,49.9,49.03,0.87,1.13,1.13,1,aka NBC/Marist
5386300,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/31/12,800,Democrat,45,Republican,51,NA,-6,11/6/12,49.9,49.03,0.87,6.87,-6.87,0,NA
5386301,2012_Pres-G_ME,2012,ME,Pres-G,Pres-G,Critical Insights,NA,10/31/12,613,Democrat,49,Republican,42,NA,7,11/6/12,56.27,40.98,15.29,8.29,-8.29,1,NA
5386302,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Public Policy Polling,NA,10/31/12,500,Democrat,53,Republican,45,NA,8,11/6/12,54.04,44.58,9.46,1.46,-1.46,1,NA
5386303,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,SurveyUSA,NA,10/31/12,589,Democrat,43,Republican,50,NA,-7,11/6/12,44.28,53.64,-9.36,2.36,2.36,1,NA
5386304,2012_Pres-G_NM,2012,NM,Pres-G,Pres-G,Public Opinion Strategies,NA,10/31/12,500,Democrat,49,Republican,41,NA,8,11/6/12,52.99,42.84,10.15,2.15,-2.15,1,NA
5386305,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/31/12,796,Democrat,48.5,Republican,45.5,5,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,NA
5386306,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,TCJ Research,NA,10/31/12,1000,Democrat,47.6,Republican,49.9,NA,-2.3,11/6/12,50.58,47.6,2.98,5.28,-5.28,0,NA
5386307,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,We Ask America,NA,10/31/12,1649,Democrat,50.2,Republican,45.8,NA,4.4,11/6/12,50.58,47.6,2.98,1.42,1.42,1,NA
5386308,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Clout Research/Wenzel Strategies,NA,10/31/12,1281,Democrat,46,Republican,49,NA,-3,11/6/12,50.58,47.6,2.98,5.98,-5.98,0,previously listed as Wenzel Strategies
5386309,2012_Pres-G_US,2012,US,Pres-G,Pres-G,George Washington University (Battleground),NA,10/31/12,1000,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,aka Politico/George Washington U.
5386310,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/31/12,1200,Democrat,49,Republican,48,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386311,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/31/12,3000,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386312,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Public Policy Polling,NA,10/31/12,600,Democrat,49,Republican,46,NA,3,11/6/12,51.16,47.28,3.88,0.88,-0.88,1,NA
5386313,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,We Ask America,NA,10/31/12,1069,Democrat,48.5,Republican,47.6,NA,0.9,11/6/12,51.16,47.28,3.88,2.98,-2.98,1,NA
5386314,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,TCJ Research,NA,10/31/12,1000,Democrat,47.2,Republican,50.2,NA,-3,11/6/12,52.83,45.89,6.94,9.94,-9.94,0,NA
5386315,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,We Ask America,NA,10/31/12,1210,Democrat,51.5,Republican,44.8,NA,6.7,11/6/12,52.83,45.89,6.94,0.24,-0.24,1,NA
5386316,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Clout Research/Wenzel Strategies,NA,10/31/12,1074,Democrat,49,Republican,47,NA,2,11/6/12,52.83,45.89,6.94,4.94,-4.94,1,previously listed as Wenzel Strategies
5386330,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Ipsos,NA,11/1/12,1052,Democrat,46,Republican,46,NA,0,11/6/12,51.45,46.09,5.36,5.36,-5.36,0.5,"previously listed as Ipsos, online"
5386331,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Public Policy Polling,NA,11/1/12,825,Democrat,50,Republican,46,NA,4,11/6/12,51.45,46.09,5.36,1.36,-1.36,1,NA
5386332,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Ipsos,NA,11/1/12,985,Democrat,48,Republican,46,NA,2,11/6/12,49.9,49.03,0.87,1.13,1.13,1,"previously listed as Ipsos, online"
5386333,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Mellman Group,NA,11/1/12,600,Democrat,47,Republican,45,NA,2,11/6/12,49.9,49.03,0.87,1.13,1.13,1,NA
5386334,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,TCJ Research,NA,11/1/12,1000,Democrat,46.3,Republican,52.1,NA,-5.8,11/6/12,49.9,49.03,0.87,6.67,-6.67,0,NA
5386335,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Gravis Marketing,NA,11/1/12,594,Democrat,49,Republican,45,NA,4,11/6/12,51.99,46.18,5.81,1.81,-1.81,1,NA
5386336,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Mellman Group,NA,11/1/12,600,Democrat,46,Republican,44,NA,2,11/6/12,51.99,46.18,5.81,3.81,-3.81,1,NA
5386337,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Selzer & Company,NA,11/1/12,800,Democrat,47,Republican,42,NA,5,11/6/12,51.99,46.18,5.81,0.81,-0.81,1,NA
5386338,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,TCJ Research,NA,11/1/12,1000,Democrat,47.6,Republican,50.3,NA,-2.7,11/6/12,51.99,46.18,5.81,8.51,-8.51,0,NA
5386339,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,McLaughlin & Associates,NA,11/1/12,600,Democrat,41,Republican,54,NA,-13,11/6/12,43.84,54.04,-10.2,2.8,-2.8,1,NA
5386340,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/1/12,600,Democrat,43,Republican,52,NA,-9,11/6/12,43.84,54.04,-10.2,1.2,1.2,1,NA
5386341,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Kimball Political Consulting,NA,11/1/12,761,Democrat,54,Republican,41,NA,13,11/6/12,60.67,37.52,23.15,10.15,-10.15,1,NA
5386342,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Grove Insight,NA,11/1/12,500,Democrat,48,Republican,41,NA,7,11/6/12,54.04,44.58,9.46,2.46,-2.46,1,NA
5386343,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Public Policy Polling,NA,11/1/12,500,Democrat,52,Republican,46,NA,6,11/6/12,54.04,44.58,9.46,3.46,-3.46,1,NA
5386344,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/1/12,750,Democrat,52,Republican,47,NA,5,11/6/12,54.04,44.58,9.46,4.46,-4.46,1,NA
5386345,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,TCJ Research,NA,11/1/12,1000,Democrat,50.4,Republican,47.7,NA,2.7,11/6/12,54.04,44.58,9.46,6.76,-6.76,1,NA
5386346,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,Public Policy Polling,NA,11/1/12,772,Democrat,53,Republican,44,NA,9,11/6/12,52.65,44.96,7.69,1.31,1.31,1,NA
5386347,2012_Pres-G_NE,2012,NE,Pres-G,Pres-G,We Ask America,NA,11/1/12,1178,Democrat,41,Republican,54,NA,-13,11/6/12,38.03,59.8,-21.77,8.77,8.77,1,NA
5386348,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Gravis Marketing,NA,11/1/12,497,Democrat,50,Republican,49,NA,1,11/6/12,51.98,46.4,5.58,4.58,-4.58,1,NA
5386349,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,University of New Hampshire,NA,11/1/12,502,Democrat,47,Republican,47,NA,0,11/6/12,51.98,46.4,5.58,5.58,-5.58,0.5,NA
5386350,2012_Pres-G_NM,2012,NM,Pres-G,Pres-G,TCJ Research,NA,11/1/12,1000,Democrat,51.6,Republican,46.6,NA,5,11/6/12,52.99,42.84,10.15,5.15,-5.15,1,NA
5386351,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Ipsos,NA,11/1/12,1012,Democrat,47,Republican,45,NA,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,"previously listed as Ipsos, online"
